"location","hits","keyword","geo","gprop"
"California",5,"Steny Hoyer","US","web"
"Washington",5,"Steny Hoyer","US","web"
"Texas",5,"Steny Hoyer","US","web"
"Wisconsin",5,"Steny Hoyer","US","web"
"Michigan",5,"Steny Hoyer","US","web"
"Ohio",5,"Steny Hoyer","US","web"
"Missouri",5,"Steny Hoyer","US","web"
"Alaska",0,"Steny Hoyer","US","web"
"Wyoming",0,"Steny Hoyer","US","web"
"Mississippi",0,"Steny Hoyer","US","web"
"North Dakota",0,"Steny Hoyer","US","web"
"Nebraska",0,"Steny Hoyer","US","web"
"New Hampshire",0,"Steny Hoyer","US","web"
"Maine",0,"Steny Hoyer","US","web"
"New Mexico",0,"Steny Hoyer","US","web"
"Nevada",0,"Steny Hoyer","US","web"
"Louisiana",0,"Steny Hoyer","US","web"
"Kentucky",0,"Steny Hoyer","US","web"
"Oklahoma",0,"Steny Hoyer","US","web"
"Oregon",0,"Steny Hoyer","US","web"
"Kansas",0,"Steny Hoyer","US","web"
"Rhode Island",0,"Steny Hoyer","US","web"
"Idaho",0,"Steny Hoyer","US","web"
"South Dakota",0,"Steny Hoyer","US","web"
"Iowa",0,"Steny Hoyer","US","web"
"Hawaii",0,"Steny Hoyer","US","web"
"Utah",0,"Steny Hoyer","US","web"
"Delaware",0,"Steny Hoyer","US","web"
"Vermont",0,"Steny Hoyer","US","web"
"Arkansas",0,"Steny Hoyer","US","web"
"Alabama",0,"Steny Hoyer","US","web"
"West Virginia",0,"Steny Hoyer","US","web"
"Montana",0,"Steny Hoyer","US","web"
"Maryland",100,"David Trone","US","web"
"Virginia",7,"David Trone","US","web"
"Alaska",0,"David Trone","US","web"
"Wyoming",0,"David Trone","US","web"
"California",0,"David Trone","US","web"
"Colorado",0,"David Trone","US","web"
"Connecticut",0,"David Trone","US","web"
"District of Columbia",0,"David Trone","US","web"
"Delaware",0,"David Trone","US","web"
"Florida",0,"David Trone","US","web"
"Georgia",0,"David Trone","US","web"
"Hawaii",0,"David Trone","US","web"
"Iowa",0,"David Trone","US","web"
"Idaho",0,"David Trone","US","web"
"Illinois",0,"David Trone","US","web"
"Indiana",0,"David Trone","US","web"
"Kansas",0,"David Trone","US","web"
"Kentucky",0,"David Trone","US","web"
"Louisiana",0,"David Trone","US","web"
"Massachusetts",0,"David Trone","US","web"
"Arkansas",0,"David Trone","US","web"
"Maine",0,"David Trone","US","web"
"Michigan",0,"David Trone","US","web"
"Minnesota",0,"David Trone","US","web"
"Missouri",0,"David Trone","US","web"
"Mississippi",0,"David Trone","US","web"
"Montana",0,"David Trone","US","web"
"North Carolina",0,"David Trone","US","web"
"North Dakota",0,"David Trone","US","web"
"Nebraska",0,"David Trone","US","web"
"New Hampshire",0,"David Trone","US","web"
"New Jersey",0,"David Trone","US","web"
"New Mexico",0,"David Trone","US","web"
"Nevada",0,"David Trone","US","web"
"New York",0,"David Trone","US","web"
"Ohio",0,"David Trone","US","web"
"Oklahoma",0,"David Trone","US","web"
"Oregon",0,"David Trone","US","web"
"Pennsylvania",0,"David Trone","US","web"
"Rhode Island",0,"David Trone","US","web"
"South Carolina",0,"David Trone","US","web"
"South Dakota",0,"David Trone","US","web"
"Tennessee",0,"David Trone","US","web"
"Texas",0,"David Trone","US","web"
"Utah",0,"David Trone","US","web"
"Alabama",0,"David Trone","US","web"
"Vermont",0,"David Trone","US","web"
"Washington",0,"David Trone","US","web"
"Wisconsin",0,"David Trone","US","web"
"West Virginia",0,"David Trone","US","web"
"Arizona",0,"David Trone","US","web"
"Maine",100,"Chellie Pingree","US","web"
"Alaska",0,"Chellie Pingree","US","web"
"Wyoming",0,"Chellie Pingree","US","web"
"Arizona",0,"Chellie Pingree","US","web"
"California",0,"Chellie Pingree","US","web"
"Colorado",0,"Chellie Pingree","US","web"
"Connecticut",0,"Chellie Pingree","US","web"
"District of Columbia",0,"Chellie Pingree","US","web"
"Delaware",0,"Chellie Pingree","US","web"
"Florida",0,"Chellie Pingree","US","web"
"Georgia",0,"Chellie Pingree","US","web"
"Hawaii",0,"Chellie Pingree","US","web"
"Iowa",0,"Chellie Pingree","US","web"
"Idaho",0,"Chellie Pingree","US","web"
"Illinois",0,"Chellie Pingree","US","web"
"Indiana",0,"Chellie Pingree","US","web"
"Kansas",0,"Chellie Pingree","US","web"
"Kentucky",0,"Chellie Pingree","US","web"
"Louisiana",0,"Chellie Pingree","US","web"
"Massachusetts",0,"Chellie Pingree","US","web"
"Maryland",0,"Chellie Pingree","US","web"
"Alabama",0,"Chellie Pingree","US","web"
"Michigan",0,"Chellie Pingree","US","web"
"Minnesota",0,"Chellie Pingree","US","web"
"Missouri",0,"Chellie Pingree","US","web"
"Mississippi",0,"Chellie Pingree","US","web"
"Montana",0,"Chellie Pingree","US","web"
"North Carolina",0,"Chellie Pingree","US","web"
"North Dakota",0,"Chellie Pingree","US","web"
"Nebraska",0,"Chellie Pingree","US","web"
"New Hampshire",0,"Chellie Pingree","US","web"
"New Jersey",0,"Chellie Pingree","US","web"
"New Mexico",0,"Chellie Pingree","US","web"
"Nevada",0,"Chellie Pingree","US","web"
"New York",0,"Chellie Pingree","US","web"
"Ohio",0,"Chellie Pingree","US","web"
"Oklahoma",0,"Chellie Pingree","US","web"
"Oregon",0,"Chellie Pingree","US","web"
"Pennsylvania",0,"Chellie Pingree","US","web"
"Rhode Island",0,"Chellie Pingree","US","web"
"South Carolina",0,"Chellie Pingree","US","web"
"South Dakota",0,"Chellie Pingree","US","web"
"Tennessee",0,"Chellie Pingree","US","web"
"Texas",0,"Chellie Pingree","US","web"
"Utah",0,"Chellie Pingree","US","web"
"Virginia",0,"Chellie Pingree","US","web"
"Vermont",0,"Chellie Pingree","US","web"
"Washington",0,"Chellie Pingree","US","web"
"Wisconsin",0,"Chellie Pingree","US","web"
"West Virginia",0,"Chellie Pingree","US","web"
"Arkansas",0,"Chellie Pingree","US","web"
"Maine",100,"Jared Golden","US","web"
"District of Columbia",4,"Jared Golden","US","web"
"Massachusetts",1,"Jared Golden","US","web"
"Maryland",0.5,"Jared Golden","US","web"
"Virginia",0.5,"Jared Golden","US","web"
"Wisconsin",0.5,"Jared Golden","US","web"
"Illinois",0.5,"Jared Golden","US","web"
"New York",0.5,"Jared Golden","US","web"
"North Carolina",0.5,"Jared Golden","US","web"
"Ohio",0.5,"Jared Golden","US","web"
"California",0.5,"Jared Golden","US","web"
"New Jersey",0.5,"Jared Golden","US","web"
"Florida",0.5,"Jared Golden","US","web"
"Pennsylvania",0.5,"Jared Golden","US","web"
"Texas",0.5,"Jared Golden","US","web"
"Alaska",0,"Jared Golden","US","web"
"Wyoming",0,"Jared Golden","US","web"
"Kentucky",0,"Jared Golden","US","web"
"Louisiana",0,"Jared Golden","US","web"
"Indiana",0,"Jared Golden","US","web"
"Idaho",0,"Jared Golden","US","web"
"Iowa",0,"Jared Golden","US","web"
"Michigan",0,"Jared Golden","US","web"
"Minnesota",0,"Jared Golden","US","web"
"Missouri",0,"Jared Golden","US","web"
"Mississippi",0,"Jared Golden","US","web"
"Montana",0,"Jared Golden","US","web"
"Hawaii",0,"Jared Golden","US","web"
"North Dakota",0,"Jared Golden","US","web"
"Nebraska",0,"Jared Golden","US","web"
"New Hampshire",0,"Jared Golden","US","web"
"Georgia",0,"Jared Golden","US","web"
"New Mexico",0,"Jared Golden","US","web"
"Nevada",0,"Jared Golden","US","web"
"Delaware",0,"Jared Golden","US","web"
"Connecticut",0,"Jared Golden","US","web"
"Oklahoma",0,"Jared Golden","US","web"
"Oregon",0,"Jared Golden","US","web"
"Colorado",0,"Jared Golden","US","web"
"Rhode Island",0,"Jared Golden","US","web"
"South Carolina",0,"Jared Golden","US","web"
"South Dakota",0,"Jared Golden","US","web"
"Tennessee",0,"Jared Golden","US","web"
"Arizona",0,"Jared Golden","US","web"
"Utah",0,"Jared Golden","US","web"
"Arkansas",0,"Jared Golden","US","web"
"Vermont",0,"Jared Golden","US","web"
"Washington",0,"Jared Golden","US","web"
"Alabama",0,"Jared Golden","US","web"
"West Virginia",0,"Jared Golden","US","web"
"Kansas",0,"Jared Golden","US","web"
"Michigan",100,"Bill Huizenga","US","web"
"Illinois",4,"Bill Huizenga","US","web"
"California",1,"Bill Huizenga","US","web"
"Alaska",0,"Bill Huizenga","US","web"
"Wyoming",0,"Bill Huizenga","US","web"
"Colorado",0,"Bill Huizenga","US","web"
"Connecticut",0,"Bill Huizenga","US","web"
"District of Columbia",0,"Bill Huizenga","US","web"
"Delaware",0,"Bill Huizenga","US","web"
"Florida",0,"Bill Huizenga","US","web"
"Georgia",0,"Bill Huizenga","US","web"
"Hawaii",0,"Bill Huizenga","US","web"
"Iowa",0,"Bill Huizenga","US","web"
"Idaho",0,"Bill Huizenga","US","web"
"Arkansas",0,"Bill Huizenga","US","web"
"Indiana",0,"Bill Huizenga","US","web"
"Kansas",0,"Bill Huizenga","US","web"
"Kentucky",0,"Bill Huizenga","US","web"
"Louisiana",0,"Bill Huizenga","US","web"
"Massachusetts",0,"Bill Huizenga","US","web"
"Maryland",0,"Bill Huizenga","US","web"
"Maine",0,"Bill Huizenga","US","web"
"Alabama",0,"Bill Huizenga","US","web"
"Minnesota",0,"Bill Huizenga","US","web"
"Missouri",0,"Bill Huizenga","US","web"
"Mississippi",0,"Bill Huizenga","US","web"
"Montana",0,"Bill Huizenga","US","web"
"North Carolina",0,"Bill Huizenga","US","web"
"North Dakota",0,"Bill Huizenga","US","web"
"Nebraska",0,"Bill Huizenga","US","web"
"New Hampshire",0,"Bill Huizenga","US","web"
"New Jersey",0,"Bill Huizenga","US","web"
"New Mexico",0,"Bill Huizenga","US","web"
"Nevada",0,"Bill Huizenga","US","web"
"New York",0,"Bill Huizenga","US","web"
"Ohio",0,"Bill Huizenga","US","web"
"Oklahoma",0,"Bill Huizenga","US","web"
"Oregon",0,"Bill Huizenga","US","web"
"Pennsylvania",0,"Bill Huizenga","US","web"
"Rhode Island",0,"Bill Huizenga","US","web"
"South Carolina",0,"Bill Huizenga","US","web"
"South Dakota",0,"Bill Huizenga","US","web"
"Tennessee",0,"Bill Huizenga","US","web"
"Texas",0,"Bill Huizenga","US","web"
"Utah",0,"Bill Huizenga","US","web"
"Virginia",0,"Bill Huizenga","US","web"
"Vermont",0,"Bill Huizenga","US","web"
"Washington",0,"Bill Huizenga","US","web"
"Wisconsin",0,"Bill Huizenga","US","web"
"West Virginia",0,"Bill Huizenga","US","web"
"Arizona",0,"Bill Huizenga","US","web"
"District of Columbia",100,"Justin Amash","US","web"
"Michigan",100,"Justin Amash","US","web"
"West Virginia",40,"Justin Amash","US","web"
"Minnesota",38,"Justin Amash","US","web"
"Virginia",36,"Justin Amash","US","web"
"Kansas",30,"Justin Amash","US","web"
"Maryland",30,"Justin Amash","US","web"
"Connecticut",30,"Justin Amash","US","web"
"Ohio",30,"Justin Amash","US","web"
"Massachusetts",28,"Justin Amash","US","web"
"Wisconsin",26,"Justin Amash","US","web"
"Indiana",26,"Justin Amash","US","web"
"Illinois",26,"Justin Amash","US","web"
"North Carolina",24,"Justin Amash","US","web"
"Mississippi",24,"Justin Amash","US","web"
"New Jersey",24,"Justin Amash","US","web"
"Utah",24,"Justin Amash","US","web"
"New York",22,"Justin Amash","US","web"
"Colorado",22,"Justin Amash","US","web"
"Tennessee",22,"Justin Amash","US","web"
"Pennsylvania",22,"Justin Amash","US","web"
"Nevada",22,"Justin Amash","US","web"
"Iowa",22,"Justin Amash","US","web"
"South Carolina",20,"Justin Amash","US","web"
"Kentucky",20,"Justin Amash","US","web"
"Washington",20,"Justin Amash","US","web"
"California",18,"Justin Amash","US","web"
"Florida",18,"Justin Amash","US","web"
"Missouri",18,"Justin Amash","US","web"
"Arizona",16,"Justin Amash","US","web"
"Texas",16,"Justin Amash","US","web"
"Georgia",16,"Justin Amash","US","web"
"Oregon",14,"Justin Amash","US","web"
"Alabama",12,"Justin Amash","US","web"
"Alaska",0,"Justin Amash","US","web"
"New Mexico",0,"Justin Amash","US","web"
"Oklahoma",0,"Justin Amash","US","web"
"New Hampshire",0,"Justin Amash","US","web"
"Nebraska",0,"Justin Amash","US","web"
"Rhode Island",0,"Justin Amash","US","web"
"North Dakota",0,"Justin Amash","US","web"
"South Dakota",0,"Justin Amash","US","web"
"Montana",0,"Justin Amash","US","web"
"Maine",0,"Justin Amash","US","web"
"Louisiana",0,"Justin Amash","US","web"
"Idaho",0,"Justin Amash","US","web"
"Vermont",0,"Justin Amash","US","web"
"Hawaii",0,"Justin Amash","US","web"
"Delaware",0,"Justin Amash","US","web"
"Arkansas",0,"Justin Amash","US","web"
"Wyoming",0,"Justin Amash","US","web"
"Michigan",100,"Fred Upton","US","web"
"District of Columbia",43,"Fred Upton","US","web"
"Indiana",10,"Fred Upton","US","web"
"Massachusetts",4,"Fred Upton","US","web"
"Illinois",3,"Fred Upton","US","web"
"Virginia",2,"Fred Upton","US","web"
"North Carolina",2,"Fred Upton","US","web"
"Pennsylvania",2,"Fred Upton","US","web"
"New York",2,"Fred Upton","US","web"
"Ohio",2,"Fred Upton","US","web"
"Florida",2,"Fred Upton","US","web"
"California",2,"Fred Upton","US","web"
"Texas",0.5,"Fred Upton","US","web"
"Alaska",0,"Fred Upton","US","web"
"Wyoming",0,"Fred Upton","US","web"
"Iowa",0,"Fred Upton","US","web"
"Kansas",0,"Fred Upton","US","web"
"Kentucky",0,"Fred Upton","US","web"
"Louisiana",0,"Fred Upton","US","web"
"Hawaii",0,"Fred Upton","US","web"
"Maryland",0,"Fred Upton","US","web"
"Maine",0,"Fred Upton","US","web"
"Georgia",0,"Fred Upton","US","web"
"Minnesota",0,"Fred Upton","US","web"
"Missouri",0,"Fred Upton","US","web"
"Mississippi",0,"Fred Upton","US","web"
"Montana",0,"Fred Upton","US","web"
"Delaware",0,"Fred Upton","US","web"
"North Dakota",0,"Fred Upton","US","web"
"Nebraska",0,"Fred Upton","US","web"
"New Hampshire",0,"Fred Upton","US","web"
"New Jersey",0,"Fred Upton","US","web"
"New Mexico",0,"Fred Upton","US","web"
"Nevada",0,"Fred Upton","US","web"
"Connecticut",0,"Fred Upton","US","web"
"Colorado",0,"Fred Upton","US","web"
"Oklahoma",0,"Fred Upton","US","web"
"Oregon",0,"Fred Upton","US","web"
"Arizona",0,"Fred Upton","US","web"
"Rhode Island",0,"Fred Upton","US","web"
"South Carolina",0,"Fred Upton","US","web"
"South Dakota",0,"Fred Upton","US","web"
"Tennessee",0,"Fred Upton","US","web"
"Arkansas",0,"Fred Upton","US","web"
"Utah",0,"Fred Upton","US","web"
"Alabama",0,"Fred Upton","US","web"
"Vermont",0,"Fred Upton","US","web"
"Washington",0,"Fred Upton","US","web"
"Wisconsin",0,"Fred Upton","US","web"
"West Virginia",0,"Fred Upton","US","web"
"Idaho",0,"Fred Upton","US","web"
"Michigan",100,"Tim Walberg","US","web"
"Indiana",8,"Tim Walberg","US","web"
"Alaska",0,"Tim Walberg","US","web"
"Wyoming",0,"Tim Walberg","US","web"
"California",0,"Tim Walberg","US","web"
"Colorado",0,"Tim Walberg","US","web"
"Connecticut",0,"Tim Walberg","US","web"
"District of Columbia",0,"Tim Walberg","US","web"
"Delaware",0,"Tim Walberg","US","web"
"Florida",0,"Tim Walberg","US","web"
"Georgia",0,"Tim Walberg","US","web"
"Hawaii",0,"Tim Walberg","US","web"
"Iowa",0,"Tim Walberg","US","web"
"Idaho",0,"Tim Walberg","US","web"
"Illinois",0,"Tim Walberg","US","web"
"Arkansas",0,"Tim Walberg","US","web"
"Kansas",0,"Tim Walberg","US","web"
"Kentucky",0,"Tim Walberg","US","web"
"Louisiana",0,"Tim Walberg","US","web"
"Massachusetts",0,"Tim Walberg","US","web"
"Maryland",0,"Tim Walberg","US","web"
"Maine",0,"Tim Walberg","US","web"
"Alabama",0,"Tim Walberg","US","web"
"Minnesota",0,"Tim Walberg","US","web"
"Missouri",0,"Tim Walberg","US","web"
"Mississippi",0,"Tim Walberg","US","web"
"Montana",0,"Tim Walberg","US","web"
"North Carolina",0,"Tim Walberg","US","web"
"North Dakota",0,"Tim Walberg","US","web"
"Nebraska",0,"Tim Walberg","US","web"
"New Hampshire",0,"Tim Walberg","US","web"
"New Jersey",0,"Tim Walberg","US","web"
"New Mexico",0,"Tim Walberg","US","web"
"Nevada",0,"Tim Walberg","US","web"
"New York",0,"Tim Walberg","US","web"
"Ohio",0,"Tim Walberg","US","web"
"Oklahoma",0,"Tim Walberg","US","web"
"Oregon",0,"Tim Walberg","US","web"
"Pennsylvania",0,"Tim Walberg","US","web"
"Rhode Island",0,"Tim Walberg","US","web"
"South Carolina",0,"Tim Walberg","US","web"
"South Dakota",0,"Tim Walberg","US","web"
"Tennessee",0,"Tim Walberg","US","web"
"Texas",0,"Tim Walberg","US","web"
"Utah",0,"Tim Walberg","US","web"
"Virginia",0,"Tim Walberg","US","web"
"Vermont",0,"Tim Walberg","US","web"
"Washington",0,"Tim Walberg","US","web"
"Wisconsin",0,"Tim Walberg","US","web"
"West Virginia",0,"Tim Walberg","US","web"
"Arizona",0,"Tim Walberg","US","web"
"Michigan",100,"Elissa Slotkin","US","web"
"District of Columbia",45,"Elissa Slotkin","US","web"
"Massachusetts",6,"Elissa Slotkin","US","web"
"Virginia",5,"Elissa Slotkin","US","web"
"Oregon",4,"Elissa Slotkin","US","web"
"Connecticut",4,"Elissa Slotkin","US","web"
"Illinois",4,"Elissa Slotkin","US","web"
"New York",3,"Elissa Slotkin","US","web"
"Ohio",3,"Elissa Slotkin","US","web"
"Indiana",3,"Elissa Slotkin","US","web"
"Colorado",3,"Elissa Slotkin","US","web"
"New Jersey",3,"Elissa Slotkin","US","web"
"Minnesota",3,"Elissa Slotkin","US","web"
"Tennessee",3,"Elissa Slotkin","US","web"
"North Carolina",2,"Elissa Slotkin","US","web"
"Washington",2,"Elissa Slotkin","US","web"
"Maryland",2,"Elissa Slotkin","US","web"
"California",2,"Elissa Slotkin","US","web"
"Pennsylvania",2,"Elissa Slotkin","US","web"
"Florida",2,"Elissa Slotkin","US","web"
"Arizona",2,"Elissa Slotkin","US","web"
"Missouri",2,"Elissa Slotkin","US","web"
"Georgia",2,"Elissa Slotkin","US","web"
"Texas",1,"Elissa Slotkin","US","web"
"Alaska",0,"Elissa Slotkin","US","web"
"Wyoming",0,"Elissa Slotkin","US","web"
"Montana",0,"Elissa Slotkin","US","web"
"Maine",0,"Elissa Slotkin","US","web"
"North Dakota",0,"Elissa Slotkin","US","web"
"Nebraska",0,"Elissa Slotkin","US","web"
"New Hampshire",0,"Elissa Slotkin","US","web"
"Louisiana",0,"Elissa Slotkin","US","web"
"New Mexico",0,"Elissa Slotkin","US","web"
"Nevada",0,"Elissa Slotkin","US","web"
"Kentucky",0,"Elissa Slotkin","US","web"
"Kansas",0,"Elissa Slotkin","US","web"
"Oklahoma",0,"Elissa Slotkin","US","web"
"Idaho",0,"Elissa Slotkin","US","web"
"Iowa",0,"Elissa Slotkin","US","web"
"Rhode Island",0,"Elissa Slotkin","US","web"
"South Carolina",0,"Elissa Slotkin","US","web"
"South Dakota",0,"Elissa Slotkin","US","web"
"Hawaii",0,"Elissa Slotkin","US","web"
"Delaware",0,"Elissa Slotkin","US","web"
"Utah",0,"Elissa Slotkin","US","web"
"Arkansas",0,"Elissa Slotkin","US","web"
"Vermont",0,"Elissa Slotkin","US","web"
"Alabama",0,"Elissa Slotkin","US","web"
"Wisconsin",0,"Elissa Slotkin","US","web"
"West Virginia",0,"Elissa Slotkin","US","web"
"Mississippi",0,"Elissa Slotkin","US","web"
"Michigan",100,"Haley Stevens","US","web"
"District of Columbia",31,"Haley Stevens","US","web"
"Virginia",1,"Haley Stevens","US","web"
"Massachusetts",1,"Haley Stevens","US","web"
"Illinois",1,"Haley Stevens","US","web"
"Maryland",1,"Haley Stevens","US","web"
"Ohio",1,"Haley Stevens","US","web"
"Florida",0.5,"Haley Stevens","US","web"
"New York",0.5,"Haley Stevens","US","web"
"California",0.5,"Haley Stevens","US","web"
"Texas",0.5,"Haley Stevens","US","web"
"Alaska",0,"Haley Stevens","US","web"
"Wyoming",0,"Haley Stevens","US","web"
"Idaho",0,"Haley Stevens","US","web"
"Hawaii",0,"Haley Stevens","US","web"
"Indiana",0,"Haley Stevens","US","web"
"Kansas",0,"Haley Stevens","US","web"
"Kentucky",0,"Haley Stevens","US","web"
"Louisiana",0,"Haley Stevens","US","web"
"Georgia",0,"Haley Stevens","US","web"
"Delaware",0,"Haley Stevens","US","web"
"Maine",0,"Haley Stevens","US","web"
"Connecticut",0,"Haley Stevens","US","web"
"Minnesota",0,"Haley Stevens","US","web"
"Missouri",0,"Haley Stevens","US","web"
"Mississippi",0,"Haley Stevens","US","web"
"Montana",0,"Haley Stevens","US","web"
"North Carolina",0,"Haley Stevens","US","web"
"North Dakota",0,"Haley Stevens","US","web"
"Nebraska",0,"Haley Stevens","US","web"
"New Hampshire",0,"Haley Stevens","US","web"
"New Jersey",0,"Haley Stevens","US","web"
"New Mexico",0,"Haley Stevens","US","web"
"Nevada",0,"Haley Stevens","US","web"
"Colorado",0,"Haley Stevens","US","web"
"Arizona",0,"Haley Stevens","US","web"
"Oklahoma",0,"Haley Stevens","US","web"
"Oregon",0,"Haley Stevens","US","web"
"Pennsylvania",0,"Haley Stevens","US","web"
"Rhode Island",0,"Haley Stevens","US","web"
"South Carolina",0,"Haley Stevens","US","web"
"South Dakota",0,"Haley Stevens","US","web"
"Tennessee",0,"Haley Stevens","US","web"
"Arkansas",0,"Haley Stevens","US","web"
"Utah",0,"Haley Stevens","US","web"
"Alabama",0,"Haley Stevens","US","web"
"Vermont",0,"Haley Stevens","US","web"
"Washington",0,"Haley Stevens","US","web"
"Wisconsin",0,"Haley Stevens","US","web"
"West Virginia",0,"Haley Stevens","US","web"
"Iowa",0,"Haley Stevens","US","web"
"Michigan",100,"Debbie Dingell","US","web"
"New Hampshire",31,"Debbie Dingell","US","web"
"Arkansas",19,"Debbie Dingell","US","web"
"South Carolina",16,"Debbie Dingell","US","web"
"Virginia",14,"Debbie Dingell","US","web"
"Missouri",13,"Debbie Dingell","US","web"
