"qry","qry_clean","Twitter","governor","congress","candidate","state","district","party","chamber","date_started_position","full_term","Notes","relevance_score","in_data"
"Larry Bucshon","Larry Bucshon","RepLarryBucshon",FALSE,TRUE,FALSE,"IN",8,"Republican","Rep","3-Jan-11",1,NA,6,1
"Trey Hollingsworth","Trey Hollingsworth","RepTrey",FALSE,TRUE,FALSE,"IN",9,"Republican","Rep","3-Jan-17",1,NA,6,1
"Roger Marshall","Roger Marshall","RepMarshall",FALSE,TRUE,FALSE,"KS",1,"Republican","Rep","3-Jan-17",1,NA,6,1
"Roger Marshall","Roger Marshall","RogerMarshallMD",FALSE,TRUE,FALSE,"KS",1,"Republican","Rep","3-Jan-17",1,NA,6,1
"Steve Watkins","Steve Watkins","Rep_Watkins",FALSE,TRUE,FALSE,"KS",2,"Republican","Rep","3-Jan-19",1,NA,6,1
"Sharice Davids","Sharice Davids","RepDavids",FALSE,TRUE,FALSE,"KS",3,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Ron Estes","Ron Estes","RepRonEstes",FALSE,TRUE,FALSE,"KS",4,"Republican","Rep","25-Apr-17",1,NA,6,1
"James Comer","James Comer","KYComer",FALSE,TRUE,FALSE,"KY",1,"Republican","Rep","8-Nov-16",1,NA,6,1
"James Comer","James Comer","JamesComer",FALSE,TRUE,FALSE,"KY",1,"Republican","Rep","8-Nov-16",1,NA,6,1
"Brett Guthrie","Brett Guthrie","RepGuthrie",FALSE,TRUE,FALSE,"KY",2,"Republican","Rep","3-Jan-09",1,NA,6,1
"John Yarmuth","John Yarmuth","RepJohnYarmuth",FALSE,TRUE,FALSE,"KY",3,"Democrat","Rep","3-Jan-07",1,NA,6,1
"Thomas Massie","Thomas Massie","RepThomasMassie",FALSE,TRUE,FALSE,"KY",4,"Republican","Rep","13-Nov-12",1,NA,6,1
"Hal Rogers","Hal Rogers","RepHalRogers",FALSE,TRUE,FALSE,"KY",5,"Republican","Rep","3-Jan-81",1,NA,6,1
"Andy Barr","Andy Barr","RepAndyBarr",FALSE,TRUE,FALSE,"KY",6,"Republican","Rep","3-Jan-13",1,NA,5,1
"Steve Scalise","Steve Scalise","SteveScalise",FALSE,TRUE,FALSE,"LA",1,"Republican","Rep","3-May-08",1,NA,6,1
"Cedric Richmond","Cedric Richmond","RepRichmond",FALSE,TRUE,FALSE,"LA",2,"Democrat","Rep","3-Jan-11",1,NA,6,1
"Clay Higgins","Clay Higgins","RepClayHiggins",FALSE,TRUE,FALSE,"LA",3,"Republican","Rep","3-Jan-17",1,NA,6,1
"Mike Johnson","Mike Johnson","RepMikeJohnson",FALSE,TRUE,FALSE,"LA",4,"Republican","Rep","3-Jan-17",1,NA,3,1
"Ralph Abraham","Ralph Abraham","RepAbraham",FALSE,TRUE,FALSE,"LA",5,"Republican","Rep","3-Jan-15",1,NA,6,1
"Garret Graves","Garret Graves","RepGarretGraves",FALSE,TRUE,FALSE,"LA",6,"Republican","Rep","3-Jan-15",1,NA,6,1
"Richard Neal","Richard Neal","RepRichardNeal",FALSE,TRUE,FALSE,"MA",1,"Democrat","Rep","3-Jan-89",1,NA,6,1
"Jim McGovern","Jim McGovern","RepMcGovern",FALSE,TRUE,FALSE,"MA",2,"Democrat","Rep","3-Jan-97",1,NA,6,1
"Lori Trahan","Lori Trahan","RepLoriTrahan",FALSE,TRUE,FALSE,"MA",3,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Joe Kennedy III","Joe Kennedy III","Joekennedy",FALSE,TRUE,FALSE,"MA",4,"Democrat","Rep","3-Jan-13",1,NA,6,1
"Joe Kennedy III","Joe Kennedy III","RepJoeKennedy",FALSE,TRUE,FALSE,"MA",4,"Democrat","Rep","3-Jan-13",1,NA,6,1
"Katherine Clark","Katherine Clark","RepKClark",FALSE,TRUE,FALSE,"MA",5,"Democrat","Rep","12-Dec-13",1,NA,5,1
"Seth Moulton","Seth Moulton","sethmoulton",FALSE,TRUE,TRUE,"MA",6,"Democrat","Rep","3-Jan-15",1,NA,5,1
"Seth Moulton","Seth Moulton","teammoulton",FALSE,TRUE,TRUE,"MA",6,"Democrat","Rep","3-Jan-15",1,NA,5,1
"Ayanna Pressley","Ayanna Pressley","AyannaPressley",FALSE,TRUE,FALSE,"MA",7,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Ayanna Pressley","Ayanna Pressley","RepPressley",FALSE,TRUE,FALSE,"MA",7,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Stephen F. Lynch","Stephen F. Lynch","RepStephenLynch",FALSE,TRUE,FALSE,"MA",8,"Democrat","Rep","16-Oct-01",1,NA,6,1
"Bill Keating","Bill Keating","USRepKeating",FALSE,TRUE,FALSE,"MA",9,"Democrat","Rep","3-Jan-11",1,NA,4,1
"Andy Harris","Andy Harris","RepAndyHarrisMD",FALSE,TRUE,FALSE,"MD",1,"Republican","Rep","3-Jan-11",1,NA,6,1
"Dutch Ruppersberger","Dutch Ruppersberger","Call_Me_Dutch",FALSE,TRUE,FALSE,"MD",2,"Democrat","Rep","3-Jan-03",1,NA,5,1
"John Sarbanes","John Sarbanes","RepSarbanes",FALSE,TRUE,FALSE,"MD",3,"Democrat","Rep","3-Jan-07",1,NA,6,1
"Anthony G. Brown","Anthony G. Brown","RepAnthonyBrown",FALSE,TRUE,FALSE,"MD",4,"Democrat","Rep","3-Jan-17",1,NA,6,1
"Steny Hoyer","Steny Hoyer","LeaderHoyer",FALSE,TRUE,FALSE,"MD",5,"Democrat","Rep","19-May-81",1,NA,6,1
"Steny Hoyer","Steny Hoyer","StenyHoyer",FALSE,TRUE,FALSE,"MD",5,"Democrat","Rep","19-May-81",1,NA,6,1
"David Trone","David Trone","davidjtrone",FALSE,TRUE,FALSE,"MD",6,"Democrat","Rep","3-Jan-19",1,NA,6,1
"David Trone","David Trone","RepDavidTrone",FALSE,TRUE,FALSE,"MD",6,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Elijah Cummings","Elijah Cummings","RepCummings",FALSE,TRUE,FALSE,"MD",7,"Democrat","Rep","16-Apr-96",0,"Until 10/17/19",NA,0
"Kweisi Mfume","Kweisi Mfume","Mfume4Congress",FALSE,TRUE,FALSE,"MD",7,"Democrat","Rep","28-Apr-20",0,"From 4/28/20",NA,0
"Jamie Raskin","Jamie Raskin","RepRaskin",FALSE,TRUE,FALSE,"MD",8,"Democrat","Rep","3-Jan-17",1,NA,6,1
"Chellie Pingree","Chellie Pingree","chelliepingree",FALSE,TRUE,FALSE,"ME",1,"Democrat","Rep","3-Jan-09",1,NA,6,1
"Jared Golden","Jared Golden","RepGolden",FALSE,TRUE,FALSE,"ME",6,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Jack Bergman","Jack Bergman","JackBergman_MI1",FALSE,TRUE,FALSE,"MI",1,"Republican","Rep","3-Jan-19",1,NA,5,1
"Jack Bergman","Jack Bergman","RepJackBergman",FALSE,TRUE,FALSE,"MI",1,"Republican","Rep","3-Jan-19",1,NA,5,1
"Bill Huizenga","Bill Huizenga","RepHuizenga",FALSE,TRUE,FALSE,"MI",2,"Republican","Rep","3-Jan-11",1,NA,6,1
"Justin Amash","Justin Amash","justinamash",FALSE,TRUE,FALSE,"MI",3,"Independent","Rep","3-Jan-11",1,NA,6,1
"John Moolenaar","John Moolenaar","RepMoolenaar",FALSE,TRUE,FALSE,"MI",4,"Republican","Rep","3-Jan-15",1,NA,6,1
"Dan Kildee","Dan Kildee","RepDanKildee",FALSE,TRUE,FALSE,"MI",5,"Democrat","Rep","3-Jan-13",1,NA,6,1
"Fred Upton","Fred Upton","RepFredUpton",FALSE,TRUE,FALSE,"MI",6,"Republican","Rep","3-Jan-93",1,NA,6,1
"Tim Walberg","Tim Walberg","RepWalberg",FALSE,TRUE,FALSE,"MI",7,"Republican","Rep","3-Jan-11",1,NA,5,1
"Elissa Slotkin","Elissa Slotkin","RepSlotkin",FALSE,TRUE,FALSE,"MI",8,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Andy Levin","Andy Levin","RepAndyLevin",FALSE,TRUE,FALSE,"MI",9,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Paul Mitchell","Paul Mitchell","RepPaulMitchell",FALSE,TRUE,FALSE,"MI",10,"Republican","Rep","3-Jan-17",1,"Became independent after 2020",1,1
"Haley Stevens","Haley Stevens","HaleyLive",FALSE,TRUE,FALSE,"MI",11,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Haley Stevens","Haley Stevens","RepHaleyStevens",FALSE,TRUE,FALSE,"MI",11,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Debbie Dingell","Debbie Dingell","RepDebDingell",FALSE,TRUE,FALSE,"MI",12,"Democrat","Rep","3-Jan-15",1,NA,6,1
"Rashida Tlaib","Rashida Tlaib","RashidaTlaib",FALSE,TRUE,FALSE,"MI",13,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Rashida Tlaib","Rashida Tlaib","RepRashida",FALSE,TRUE,FALSE,"MI",13,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Brenda Lawrence","Brenda Lawrence","RepLawrence",FALSE,TRUE,FALSE,"MI",14,"Democrat","Rep","3-Jan-15",1,NA,6,1
"Jim Hagedorn","Jim Hagedorn","RepHagedorn",FALSE,TRUE,FALSE,"MN",1,"Republican","Rep","3-Jan-19",1,NA,6,1
"Angie Craig","Angie Craig","RepAngieCraig",FALSE,TRUE,FALSE,"MN",2,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Dean Phillips","Dean Phillips","RepDeanPhillips",FALSE,TRUE,FALSE,"MN",3,"Democrat","Rep","3-Jan-19",1,NA,4,1
"Betty McCollum","Betty McCollum","BettyMcCollum",FALSE,TRUE,FALSE,"MN",4,"Democrat","Rep","3-Jan-01",1,NA,6,1
"Betty McCollum","Betty McCollum","BettyMcCollum04",FALSE,TRUE,FALSE,"MN",4,"Democrat","Rep","3-Jan-01",1,NA,6,1
"Ilhan Omar","Ilhan Omar","Ilhan",FALSE,TRUE,FALSE,"MN",5,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Ilhan Omar","Ilhan Omar","IlhanMN",FALSE,TRUE,FALSE,"MN",5,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Tom Emmer","Tom Emmer","RepTomEmmer",FALSE,TRUE,FALSE,"MN",6,"Republican","Rep","3-Jan-15",1,NA,6,1
"Collin Peterson","Collin Peterson","collinpeterson",FALSE,TRUE,FALSE,"MN",7,"Democrat","Rep","3-Jan-91",1,NA,6,1
"Pete Stauber","Pete Stauber","RepPeteStauber",FALSE,TRUE,FALSE,"MN",8,"Republican","Rep","3-Jan-19",1,NA,6,1
"Lacy Clay","Lacy Clay","LacyClayMO1",FALSE,TRUE,FALSE,"MO",1,"Democrat","Rep","3-Jan-01",1,NA,5,1
"Ann Wagner","Ann Wagner","RepAnnWagner",FALSE,TRUE,FALSE,"MO",2,"Republican","Rep","3-Jan-13",1,NA,6,1
"Blaine Luetkemeyer","Blaine Luetkemeyer","RepBlaine",FALSE,TRUE,FALSE,"MO",3,"Republican","Rep","3-Jan-13",1,NA,6,1
"Vicky Hartzler","Vicky Hartzler","RepHartzler",FALSE,TRUE,FALSE,"MO",4,"Republican","Rep","3-Jan-11",1,NA,6,1
"Emanuel Cleaver","Emanuel Cleaver","repcleaver",FALSE,TRUE,FALSE,"MO",5,"Democrat","Rep","3-Jan-05",1,NA,5,1
"Sam Graves","Sam Graves","RepSamGraves",FALSE,TRUE,FALSE,"MO",6,"Republican","Rep","3-Jan-01",1,NA,5,1
"Billy Long","Billy Long","USRepLong",FALSE,TRUE,FALSE,"MO",7,"Republican","Rep","3-Jan-11",1,NA,3,1
"Billy Long","Billy Long","auctnr1",FALSE,TRUE,FALSE,"MO",7,"Republican","Rep","3-Jan-11",1,NA,3,1
"Jason Smith","Jason Smith","RepJasonSmith",FALSE,TRUE,FALSE,"MO",8,"Republican","Rep","3-Jan-17",1,NA,2,1
"Jason Smith","Jason Smith","JasonSmithMO",FALSE,TRUE,FALSE,"MO",8,"Republican","Rep","3-Jan-17",1,NA,2,1
"Gregorio Sablan","Gregorio Sablan","Kilili_Sablan",FALSE,TRUE,FALSE,"MP",0,"Independent","Rep","3-Jan-09",1,NA,5,1
"Gregorio Sablan","Gregorio Sablan","KililiSablan",FALSE,TRUE,FALSE,"MP",0,"Independent","Rep","3-Jan-09",1,NA,5,1
"Trent Kelly","Trent Kelly","RepTrentKelly",FALSE,TRUE,FALSE,"MS",1,"Republican","Rep","2-Jun-15",1,NA,6,1
"Bennie Thompson","Bennie Thompson","BennieGThompson",FALSE,TRUE,FALSE,"MS",2,"Democrat","Rep","13-Apr-93",1,NA,6,1
"Michael Guest","Michael Guest","RepMichaelGuest",FALSE,TRUE,FALSE,"MS",3,"Republican","Rep","3-Jan-19",1,NA,6,1
"Steven Palazzo","Steven Palazzo","CongPalazzo",FALSE,TRUE,FALSE,"MS",4,"Republican","Rep","3-Jan-11",1,NA,6,1
"Greg Gianforte","Greg Gianforte","GregForMontana",FALSE,TRUE,FALSE,"MT",0,"Republican","Rep","21-Jun-17",1,NA,6,1
"G. K. Butterfield","G. K. Butterfield","GKButterfield",FALSE,TRUE,FALSE,"NC",1,"Democrat","Rep","20-Jul-04",1,NA,6,1
"George Holding","George Holding","RepHolding",FALSE,TRUE,FALSE,"NC",2,"Republican","Rep","3-Jan-17",1,NA,6,1
"Greg Murphy","Greg Murphy","RepGregMurphy",FALSE,TRUE,FALSE,"NC",3,"Republican","Rep","10-Sep-19",0,"from 9/10/19",5,1
"Walter B. Jones Jr.","Walter B. Jones Jr.","repwalterjones",FALSE,TRUE,FALSE,"NC",3,"Republican","Rep","3-Jan-95",0,"Until 2/10/19",NA,0
"David Price","David Price","RepDavidEPrice",FALSE,TRUE,FALSE,"NC",4,"Democrat","Rep","3-Jan-97",1,NA,3,1
"Virginia Foxx","Virginia Foxx","virginiafoxx",FALSE,TRUE,FALSE,"NC",5,"Republican","Rep","3-Jan-05",1,NA,6,1
"Mark Walker","Mark Walker","RepMarkWalker",FALSE,TRUE,FALSE,"NC",6,"Republican","Rep","3-Jan-15",1,NA,6,1
"David Rouzer","David Rouzer","RepDavidRouzer",FALSE,TRUE,FALSE,"NC",7,"Republican","Rep","3-Jan-15",1,NA,6,1
"Richard Hudson","Richard Hudson","RepRichHudson",FALSE,TRUE,FALSE,"NC",8,"Republican","Rep","3-Jan-13",1,NA,6,1
"Dan Bishop","Dan Bishop","jdanbishop",FALSE,TRUE,FALSE,"NC",9,"Republican","Rep","17-Sep-19",0,"from 9/17/19",6,1
"Dan Bishop","Dan Bishop","RepDanBishop",FALSE,TRUE,FALSE,"NC",9,"Republican","Rep","17-Sep-19",1,NA,6,1
"Patrick McHenry","Patrick McHenry","PatrickMcHenry",FALSE,TRUE,FALSE,"NC",10,"Republican","Rep","3-Jan-05",1,NA,6,1
"Mark Meadows","Mark Meadows","MarkMeadows",FALSE,TRUE,FALSE,"NC",11,"Republican","Rep","3-Jan-17",0,"until 3/30/20",5,1
"Mark Meadows","Mark Meadows","RepMarkMeadows",FALSE,TRUE,FALSE,"NC",11,"Republican","Rep","3-Jan-17",0,"until 3/30/21",5,1
"Alma Adams","Alma Adams","RepAdams",FALSE,TRUE,FALSE,"NC",12,"Democrat","Rep","4-Nov-14",1,NA,6,1
"Ted Budd","Ted Budd","RepTedBudd",FALSE,TRUE,FALSE,"NC",13,"Republican","Rep","3-Jan-17",1,NA,6,1
"Kelly Armstrong","Kelly Armstrong","RepArmstrongND",FALSE,TRUE,FALSE,"ND",0,"Republican","Rep","3-Jan-19",1,NA,6,1
"Jeff Fortenberry","Jeff Fortenberry","JeffFortenberry",FALSE,TRUE,FALSE,"NE",1,"Republican","Rep","3-Jan-05",1,NA,6,1
"Don Bacon","Don Bacon","RepDonBacon",FALSE,TRUE,FALSE,"NE",2,"Republican","Rep","3-Jan-17",1,NA,5,1
"Adrian Smith","Adrian Smith","RepAdrianSmith",FALSE,TRUE,FALSE,"NE",3,"Republican","Rep","3-Jan-07",1,NA,6,1
"Chris Pappas","Chris Pappas","ChrisPappasNH",FALSE,TRUE,FALSE,"NH",1,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Chris Pappas","Chris Pappas","RepChrisPappas",FALSE,TRUE,FALSE,"NH",1,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Ann McLane Kuster","Ann McLane Kuster","RepAnnieKuster",FALSE,TRUE,FALSE,"NH",2,"Democrat","Rep","3-Jan-13",1,NA,6,1
"Donald Norcross","Donald Norcross","DonaldNorcross",FALSE,TRUE,FALSE,"NJ",1,"Democrat","Rep","12-Nov-14",1,NA,6,1
"Jeff Van Drew","Jeff Van Drew","CongressmanJVD",FALSE,TRUE,FALSE,"NJ",2,"Republican","Rep","3-Jan-19",1,"Changed from Democrat in 2019",6,1
"Andy Kim","Andy Kim","AndyKimNJ",FALSE,TRUE,FALSE,"NJ",3,"Democrat","Rep","3-Jan-19",1,NA,5,1
"Andy Kim","Andy Kim","RepAndyKimNJ",FALSE,TRUE,FALSE,"NJ",3,"Democrat","Rep","3-Jan-19",1,NA,5,1
"Chris Smith","Chris Smith","RepChrisSmith",FALSE,TRUE,FALSE,"NJ",4,"Republican","Rep","3-Jan-81",1,NA,1,1
"Josh Gottheimer","Josh Gottheimer","RepJoshG",FALSE,TRUE,FALSE,"NJ",5,"Democrat","Rep","3-Jan-17",1,NA,6,1
"Frank Pallone","Frank Pallone","FrankPallone",FALSE,TRUE,FALSE,"NJ",6,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Tom Malinowski","Tom Malinowski","Malinowski",FALSE,TRUE,FALSE,"NJ",7,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Tom Malinowski","Tom Malinowski","RepMalinowski",FALSE,TRUE,FALSE,"NJ",7,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Albio Sires","Albio Sires","RepSires",FALSE,TRUE,FALSE,"NJ",8,"Democrat","Rep","3-Jan-13",1,NA,6,1
"Bill Pascrell","Bill Pascrell","BillPascrell",FALSE,TRUE,FALSE,"NJ",9,"Democrat","Rep","3-Jan-13",1,NA,6,1
"Donald Payne Jr.","Donald Payne Jr.","RepDonaldPayne",FALSE,TRUE,FALSE,"NJ",10,"Democrat","Rep","15-Nov-12",1,NA,5,1
"Mikie Sherrill","Mikie Sherrill","RepSherrill",FALSE,TRUE,FALSE,"NJ",11,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Bonnie Watson Coleman","Bonnie Watson Coleman","RepBonnie",FALSE,TRUE,FALSE,"NJ",12,"Democrat","Rep","3-Jan-15",1,NA,6,1
"Deb Haaland","Deb Haaland","Deb4CongressNM",FALSE,TRUE,FALSE,"NM",1,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Deb Haaland","Deb Haaland","DebHaalandNM",FALSE,TRUE,FALSE,"NM",1,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Deb Haaland","Deb Haaland","RepDebHaaland",FALSE,TRUE,FALSE,"NM",1,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Xochitl Torres Small","Xochitl Torres Small","RepTorresSmall",FALSE,TRUE,FALSE,"NM",2,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Ben Ray Luján","Ben Ray Lujan","benraylujan",FALSE,TRUE,FALSE,"NM",3,"Democrat","Rep","3-Jan-19",1,NA,4,1
"Ben Ray Luján","Ben Ray Lujan","RepBenRayLujan",FALSE,TRUE,FALSE,"NM",3,"Democrat","Rep","3-Jan-19",1,NA,4,1
"Dina Titus","Dina Titus","dinatitus",FALSE,TRUE,FALSE,"NV",1,"Democrat","Rep","3-Jan-13",1,NA,6,1
"Dina Titus","Dina Titus","RepDinaTitus",FALSE,TRUE,FALSE,"NV",1,"Democrat","Rep","3-Jan-13",1,NA,6,1
"Mark Amodei","Mark Amodei","MarkAmodeiNV2",FALSE,TRUE,FALSE,"NV",2,"Republican","Rep","13-Sep-11",1,NA,6,1
"Susie Lee","Susie Lee","RepSusieLee",FALSE,TRUE,FALSE,"NV",3,"Democrat","Rep","3-Jan-19",1,NA,5,1
"Steven Horsford","Steven Horsford","RepHorsford",FALSE,TRUE,FALSE,"NV",4,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Steven Horsford","Steven Horsford","StevenHorsford",FALSE,TRUE,FALSE,"NV",4,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Lee Zeldin","Lee Zeldin","Leezeldin",FALSE,TRUE,FALSE,"NY",1,"Republican","Rep","3-Jan-15",1,NA,6,1
"Lee Zeldin","Lee Zeldin","RepLeeZeldin",FALSE,TRUE,FALSE,"NY",1,"Republican","Rep","3-Jan-15",1,NA,6,1
"Peter T. King","Peter T. King","RepPeteKing",FALSE,TRUE,FALSE,"NY",2,"Republican","Rep","3-Jan-93",1,NA,6,1
"Thomas Suozzi","Thomas Suozzi","RepTomSuozzi",FALSE,TRUE,FALSE,"NY",3,"Democrat","Rep","3-Jan-17",1,NA,6,1
"Kathleen Rice","Kathleen Rice","RepKathleenRice",FALSE,TRUE,FALSE,"NY",4,"Democrat","Rep","3-Jan-15",1,NA,5,1
"Gregory Meeks","Gregory Meeks","RepGregoryMeeks",FALSE,TRUE,FALSE,"NY",5,"Democrat","Rep","3-Feb-98",1,NA,6,1
"Grace Meng","Grace Meng","RepGraceMeng",FALSE,TRUE,FALSE,"NY",6,"Democrat","Rep","3-Jan-13",1,NA,6,1
"Grace Meng","Grace Meng","Grace4NY",FALSE,TRUE,FALSE,"NY",6,"Democrat","Rep","3-Jan-13",1,NA,6,1
"Nydia Velázquez","Nydia Velazquez","NydiaVelazquez",FALSE,TRUE,FALSE,"NY",7,"Democrat","Rep","3-Jan-93",1,NA,6,1
"Nydia Velázquez","Nydia Velazquez","NydiaVelazquez",FALSE,TRUE,FALSE,"NY",7,"Democrat","Rep","3-Jan-93",1,NA,6,1
"Hakeem Jeffries","Hakeem Jeffries","RepJeffries",FALSE,TRUE,FALSE,"NY",8,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Yvette Clarke","Yvette Clarke","RepYvetteClarke",FALSE,TRUE,FALSE,"NY",9,"Democrat","Rep","3-Jan-13",1,NA,6,1
"Yvette Clarke","Yvette Clarke","VoteYvette",FALSE,TRUE,FALSE,"NY",9,"Democrat","Rep","3-Jan-13",1,NA,6,1
"Jerrold Nadler","Jerrold Nadler","RepJerryNadler",FALSE,TRUE,FALSE,"NY",10,"Democrat","Rep","3-Nov-92",1,NA,6,1
"Max Rose","Max Rose","MaxRose4NY",FALSE,TRUE,FALSE,"NY",11,"Democrat","Rep","3-Jan-19",1,NA,4,1
"Max Rose","Max Rose","RepMaxRose",FALSE,TRUE,FALSE,"NY",11,"Democrat","Rep","3-Jan-19",1,NA,4,1
"Carolyn Maloney","Carolyn Maloney","CarolynBMaloney",FALSE,TRUE,FALSE,"NY",12,"Democrat","Rep","3-Jan-93",1,NA,6,1
"Carolyn Maloney","Carolyn Maloney","RepMaloney",FALSE,TRUE,FALSE,"NY",12,"Democrat","Rep","3-Jan-93",1,NA,6,1
"Adriano Espaillat","Adriano Espaillat","RepEspaillat",FALSE,TRUE,FALSE,"NY",13,"Democrat","Rep","3-Jan-17",1,NA,6,1
"Alexandria Ocasio-Cortez","Alexandria Ocasio-Cortez","AOC",FALSE,TRUE,FALSE,"NY",14,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Alexandria Ocasio-Cortez","Alexandria Ocasio-Cortez","RepAOC",FALSE,TRUE,FALSE,"NY",14,"Democrat","Rep","3-Jan-19",1,NA,6,1
"José E. Serrano","Jose E. Serrano","RepJoseSerrano",FALSE,TRUE,FALSE,"NY",15,"Democrat","Rep","21-Mar-90",1,NA,6,1
"Eliot Engel","Eliot Engel","RepEliotEngel",FALSE,TRUE,FALSE,"NY",16,"Democrat","Rep","3-Jan-89",1,NA,5,1
"Nita Lowey","Nita Lowey","NitaLowey",FALSE,TRUE,FALSE,"NY",17,"Democrat","Rep","3-Jan-89",1,NA,6,1
"Sean Patrick Maloney","Sean Patrick Maloney","RepSeanMaloney",FALSE,TRUE,FALSE,"NY",18,"Democrat","Rep","3-Jan-13",1,NA,6,1
"Sean Patrick Maloney","Sean Patrick Maloney","spmaloney",FALSE,TRUE,FALSE,"NY",18,"Democrat","Rep","3-Jan-13",1,NA,6,1
"Antonio Delgado","Antonio Delgado","DelgadoforNY19",FALSE,TRUE,FALSE,"NY",19,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Antonio Delgado","Antonio Delgado","repdelgado",FALSE,TRUE,FALSE,"NY",19,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Paul Tonko","Paul Tonko","RepPaulTonko",FALSE,TRUE,FALSE,"NY",20,"Democrat","Rep","3-Jan-13",1,NA,6,1
"Elise Stefanik","Elise Stefanik","RepStefanik",FALSE,TRUE,FALSE,"NY",21,"Republican","Rep","3-Jan-15",1,NA,6,1
"Elise Stefanik","Elise Stefanik","EliseStefanik",FALSE,TRUE,FALSE,"NY",21,"Republican","Rep","3-Jan-15",1,NA,6,1
"Anthony Brindisi","Anthony Brindisi","RepBrindisi",FALSE,TRUE,FALSE,"NY",22,"Democrat","Rep","3-Jan-19",1,NA,6,1
"Tom Reed","Tom Reed","RepTomReed",FALSE,TRUE,FALSE,"NY",23,"Republican","Rep","3-Jan-13",1,NA,6,1
"John Katko","John Katko","RepJohnKatko",FALSE,TRUE,FALSE,"NY",24,"Republican","Rep","3-Jan-15",1,NA,6,1
"Joseph Morelle","Joseph Morelle","RepJoeMorelle",FALSE,TRUE,FALSE,"NY",25,"Democrat","Rep","13-Nov-18",1,NA,6,1
"Brian Higgins","Brian Higgins","RepBrianHiggins",FALSE,TRUE,FALSE,"NY",26,"Democrat","Rep","3-Jan-13",1,NA,5,1
"Chris Collins","Chris Collins","RepChrisCollins",FALSE,TRUE,FALSE,"NY",27,"Republican","Rep","3-Jan-13",0,"Until 10/1/19",NA,0
"Chris Jacobs","Chris Jacobs","RepJacobs",FALSE,TRUE,FALSE,"NY",27,"Republican","Rep","23-Jun-20",0,"from 6/23/2020",NA,0
"Steve Chabot","Steve Chabot","RepSteveChabot",FALSE,TRUE,FALSE,"OH",1,"Republican","Rep","3-Jan-11",1,NA,6,1
"Brad Wenstrup","Brad Wenstrup","RepBradWenstrup",FALSE,TRUE,FALSE,"OH",2,"Republican","Rep","3-Jan-13",1,NA,6,1
"Joyce Beatty","Joyce Beatty","RepBeatty",FALSE,TRUE,FALSE,"OH",3,"Democrat","Rep","3-Jan-13",1,NA,6,1
"Jim Jordan","Jim Jordan","Jim_Jordan",FALSE,TRUE,FALSE,"OH",4,"Republican","Rep","3-Jan-07",1,NA,5,1
"Bob Latta","Bob Latta","boblatta",FALSE,TRUE,FALSE,"OH",5,"Republican","Rep","11-Dec-07",1,NA,6,1
"Bill Johnson","Bill Johnson","RepBillJohnson",FALSE,TRUE,FALSE,"OH",6,"Republican","Rep","3-Jan-11",1,NA,3,1
"Bob Gibbs","Bob Gibbs","RepBobGibbs",FALSE,TRUE,FALSE,"OH",7,"Republican","Rep","3-Jan-13",1,NA,4,1
"Warren Davidson","Warren Davidson","WarrenDavidson",FALSE,TRUE,FALSE,"OH",8,"Republican","Rep","7-Jun-16",1,NA,6,1
"Marcy Kaptur","Marcy Kaptur","RepMarcyKaptur",FALSE,TRUE,FALSE,"OH",9,"Democrat","Rep","3-Jan-83",1,NA,6,1
"Mike Turner","Mike Turner","RepMikeTurner",FALSE,TRUE,FALSE,"OH",10,"Republican","Rep","3-Jan-13",1,NA,5,1
"Marcia Fudge","Marcia Fudge","RepMarciaFudge",FALSE,TRUE,FALSE,"OH",11,"Democrat","Rep","18-Nov-08",1,NA,6,1
